Purity of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;LevelOfSale;DrugGroup;Drug;Specify;Year;Typical;Minimum;Maximum;Measurement
Europe;Western and Central Europe;Gibraltar;Wholesale;Opioids;Heroin;;2021;15;10;35;% (percent)
Europe;Western and Central Europe;Greece;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;63;12,5;89;% (percent)
Europe;Western and Central Europe;Greece;Wholesale;Opioids;Heroin;;2020;21,7;0,1;43,8;% (percent)
Europe;Western and Central Europe;Greece;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;71,2;6,3;86,8;% (percent)
Europe;Western and Central Europe;Greece;Wholesale;Opioids;Heroin;;2021;17,4;0,5;56,6;% (percent)
Europe;Western and Central Europe;Greece;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;77,6;0,008;97,8;% (percent)
Europe;Western and Central Europe;Greece;Wholesale;Opioids;Heroin;;2022;12,1;0,5;43,1;% (percent)
Europe;Western and Central Europe;Greece;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;75,7;0,09;95,7;% (percent)
Europe;Western and Central Europe;Greece;Wholesale;Opioids;Heroin;;2023;11,4;0,51;35,3;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;“Ecstasy”-type substances;MDMA;;2020;147,7;50;250;mg/tablet
Europe;Western and Central Europe;Hungary;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;13,8;1;75;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;61,6;5;85;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2020;9,18;0,1;20;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2020;21,95;1;50;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;44,7;10;85;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Hallucinogens;Lysergic acid diethylamide (LSD);;2020;50,3;10;150;mg/tablet
Europe;Western and Central Europe;Hungary;Wholesale;Opioids;Heroin;;2020;20,5;5;55;% (percent)
Europe;Western and Central Europe;Hungary;Retail;“Ecstasy”-type substances;MDMA;;2021;130;50;250;mg/tablet
Europe;Western and Central Europe;Hungary;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;14,3;1;75;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;60,2;1;85;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;9,7;0,1;20;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;23,1;0,5;40;
Europe;Western and Central Europe;Hungary;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;54,2;10;85;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Hallucinogens;Lysergic acid diethylamide (LSD);;2021;50,5;10;100;mg/tablet
Europe;Western and Central Europe;Hungary;Retail;Opioids;Heroin;;2021;22,7;5;50;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;“Ecstasy”-type substances;MDMA;;2021;130;;;...
Europe;Western and Central Europe;Hungary;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;47,7;20;85;% (percent)
Europe;Western and Central Europe;Hungary;Retail;“Ecstasy”-type substances;MDMA;;2022;128,65;30;220;mg/tablet
Europe;Western and Central Europe;Hungary;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;11,08;0,5;75;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;67,55;1;85;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;9,67;0,05;25;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2022;24,9;1;40;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;56,4;10;85;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Hallucinogens;Lysergic acid diethylamide (LSD);;2022;0,057;0,01;0,14;mg/tablet
Europe;Western and Central Europe;Hungary;Retail;Opioids;Heroin;;2022;23;5;55;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;“Ecstasy”-type substances;MDMA;;2022;128,65;30;220;mg/tablet
Europe;Western and Central Europe;Hungary;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2022;11,08;0,5;75;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;67,55;1;85;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;9,67;0,05;25;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2022;24,9;1;40;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;56,4;10;85;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Hallucinogens;Lysergic acid diethylamide (LSD);;2022;0,057;0,01;0,14;mg/tablet
Europe;Western and Central Europe;Hungary;Wholesale;Opioids;Heroin;;2022;23;5;55;% (percent)
Europe;Western and Central Europe;Hungary;Retail;“Ecstasy”-type substances;MDMA;;2023;122;30;220;mg/tablet
Europe;Western and Central Europe;Hungary;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;16,61;0,5;75;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;53,9;0,5;85;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;9,33;0,05;25;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;21,5;1;40;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;64,38;30;85;% (percent)
Europe;Western and Central Europe;Hungary;Retail;Hallucinogens;Lysergic acid diethylamide (LSD);;2023;57;10;150;mg/tablet
Europe;Western and Central Europe;Hungary;Retail;Opioids;Heroin;;2023;20,88;5;55;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;“Ecstasy”-type substances;MDMA;;2023;122;30;220;mg/tablet
Europe;Western and Central Europe;Hungary;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2023;16,61;0,5;75;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;53,9;0,5;85;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2023;9,33;0,05;25;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2023;21,5;1;40;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;60,55;10;85;% (percent)
Europe;Western and Central Europe;Hungary;Wholesale;Hallucinogens;Lysergic acid diethylamide (LSD);;2023;57;10;150;mg/tablet
Europe;Western and Central Europe;Hungary;Wholesale;Opioids;Heroin;;2023;20,88;5;55;% (percent)
Europe;Western and Central Europe;Ireland;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;7,6;;;% (percent)
Europe;Western and Central Europe;Ireland;Wholesale;Amphetamine-type stimulants;Amphetamine tablets;;2020;7,6;;;% (percent)
Europe;Western and Central Europe;Ireland;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;42,8;8,1;88,4;% (percent)
Europe;Western and Central Europe;Ireland;Retail;Opioids;Heroin;;2021;39,6;12,7;60,3;% (percent)
Europe;Western and Central Europe;Ireland;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;8,7;3,9;16;% (percent)
Europe;Western and Central Europe;Ireland;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;50,9;8,8;84,4;% (percent)
Europe;Western and Central Europe;Ireland;Wholesale;Opioids;Heroin;;2021;43,9;6,8;56,9;% (percent)
Europe;Western and Central Europe;Ireland;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;40,3;9,1;88,3;% (percent)
Europe;Western and Central Europe;Ireland;Retail;Opioids;Heroin;;2022;37,5;23,5;59,1;% (percent)
Europe;Western and Central Europe;Ireland;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;63,1;3,1;89;% (percent)
Europe;Western and Central Europe;Ireland;Wholesale;Opioids;Heroin;;2022;45,2;20,7;57,4;% (percent)
Europe;Western and Central Europe;Italy;Retail;“Ecstasy”-type substances;MDMA;;2020;;8;84;% (percent)
Europe;Western and Central Europe;Italy;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;;3;33;% (percent)
Europe;Western and Central Europe;Italy;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;;2;80;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;;0,6;78;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2020;;0,6;39;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cocaine-type drugs;“Crack” cocaine;;2020;;9;98;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;;0,3;88;% (percent)
Europe;Western and Central Europe;Italy;Retail;Opioids;Heroin;;2020;;0,1;63;% (percent)
Europe;Western and Central Europe;Italy;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2021;160;54;271;mg/tablet
Europe;Western and Central Europe;Italy;Retail;“Ecstasy”-type substances;MDMA;;2021;59;6,6;84;% (percent)
Europe;Western and Central Europe;Italy;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;72;2;81;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;12;0,6;38;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;25;0,6;74;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cocaine-type drugs;“Crack” cocaine;;2021;83;20;99;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;68;0,3;89;% (percent)
Europe;Western and Central Europe;Italy;Retail;Opioids;Heroin;;2021;17;0,1;79;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;10;1,1;27,2;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2021;24,5;1;52,9;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;71,3;3,4;89;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Opioids;Heroin;;2021;16,2;0,2;49,8;% (percent)
Europe;Western and Central Europe;Italy;Retail;“Ecstasy”-type substances;MDMA;;2022;71;16;84;% (percent)
Europe;Western and Central Europe;Italy;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;33;4,9;64;% (percent)
Europe;Western and Central Europe;Italy;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;70;7,7;81;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;13;0,6;44;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2022;29;0,6;91;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cocaine-type drugs;“Crack” cocaine;;2022;87;41;99;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;68;0,3;89;% (percent)
Europe;Western and Central Europe;Italy;Retail;Opioids;Heroin;;2022;21;0,4;82;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;10,8;1;29;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2022;27,3;1,7;53,3;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;66,8;2,4;96,5;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Opioids;Heroin;;2022;25,9;2;44,1;% (percent)
Europe;Western and Central Europe;Italy;Retail;“Ecstasy”-type substances;MDMA;;2023;58;2;84;% (percent)
Europe;Western and Central Europe;Italy;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;58;24;90;% (percent)
Europe;Western and Central Europe;Italy;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;54;5;81;
Europe;Western and Central Europe;Italy;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;14;0,6;46;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;29;0,7;90;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cocaine-type drugs;“Crack” cocaine;;2023;87;29;99;% (percent)
Europe;Western and Central Europe;Italy;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;71;0,2;89;% (percent)
Europe;Western and Central Europe;Italy;Retail;Opioids;Heroin;;2023;19;0,4;88;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2023;12,2;1;39;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2023;28,7;1,7;53,7;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;76,7;7,8;98,7;% (percent)
Europe;Western and Central Europe;Italy;Wholesale;Opioids;Heroin;;2023;9,8;1,1;23,1;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;“Ecstasy”-type substances;“Ecstasy”-type substances;;2020;174;63;255;mg/tablet
Europe;Western and Central Europe;Latvia;Wholesale;“Ecstasy”-type substances;MDMA;;2020;174;63;255;mg/tablet
Europe;Western and Central Europe;Latvia;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;19;2;75;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;30;2;87;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;79;12;88;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;Cocaine-type drugs;Cocaine-type drugs;;2020;79;12;88;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;Opioids;Heroin;;2020;42;8;89;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;Opioids;Opioids;;2020;42;8;89;% (percent)
Europe;Western and Central Europe;Latvia;Retail;“Ecstasy”-type substances;MDMA;;2021;164;59;387;mg/tablet
Europe;Western and Central Europe;Latvia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;23,16;2;80;% (percent)
Europe;Western and Central Europe;Latvia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;26,9;1;80;% (percent)
Europe;Western and Central Europe;Latvia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;55,56;8;83;% (percent)
Europe;Western and Central Europe;Latvia;Retail;Opioids;Buprenorphine;;2021;8;2;8;mg/tablet
Europe;Western and Central Europe;Latvia;Retail;Opioids;Tramadol;;2021;100;50;200;mg/tablet
Europe;Western and Central Europe;Latvia;Retail;Sedatives and tranquilizers (please specify);Benzodiazepines;;2021;2;;;mg/tablet
Europe;Western and Central Europe;Latvia;Wholesale;“Ecstasy”-type substances;MDMA;;2021;30,7;28;40;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;18,6;8;27;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;Opioids;Buprenorphine;;2021;8;2;8;mg/tablet
Europe;Western and Central Europe;Latvia;Retail;“Ecstasy”-type substances;MDMA;;2022;152;60;336;mg/tablet
Europe;Western and Central Europe;Latvia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;20,3;1;79;% (percent)
Europe;Western and Central Europe;Latvia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;28,9;3;80;% (percent)
Europe;Western and Central Europe;Latvia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;56;16;97;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;“Ecstasy”-type substances;MDMA;;2022;180;96;292;mg/tablet
Europe;Western and Central Europe;Latvia;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2022;4;4;4;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;37,3;36;39;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;72;67;77;% (percent)
Europe;Western and Central Europe;Latvia;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;30;22;85;% (percent)
Europe;Western and Central Europe;Latvia;Retail;“Ecstasy”-type substances;Ecstasy-type substances;MDMA;2019;171,6;60;320;mg/tablet
Europe;Western and Central Europe;Latvia;Retail;ATS;Amphetamine;;2019;16;1;70;% (percent)
Europe;Western and Central Europe;Latvia;Retail;ATS;Methamphetamine;;2019;20;7;81;% (percent)
Europe;Western and Central Europe;Latvia;Retail;Cocaine-type;Cocaine salts;;2019;72;15;89;% (percent)
Europe;Western and Central Europe;Latvia;Retail;Opioids;Heroin;;2019;20;4;43;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;;25;85;% (percent)
Europe;Western and Central Europe;Latvia;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;180;160;180;mg/tablet
Europe;Western and Central Europe;Latvia;Wholesale;Cocaine-type;Cocaine salts;;2019;80;61;81;% (percent)
Europe;Western and Central Europe;Lithuania;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2020;;1,5;83,6;% (percent)
Europe;Western and Central Europe;Lithuania;Retail;“Ecstasy”-type substances;MDMA;;2020;;1,5;83,6;% (percent)
