Prices of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;DrugGroup;Drug;Specify;LevelOfSale;Year;Typical_USD;Minimum_USD;Maximum_USD;Unit
Europe;Western and Central Europe;Spain;Amphetamine-type stimulants;Amphetamine powder;;Wholesale;2023;$14.367,72;;;Kilograms
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine powder;;Wholesale;2020;$17.162,47;$11.441,65;$22.883,30;Kilograms
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine powder;;Wholesale;2021;$17.793,59;$11.862,40;$23.724,79;Kilograms
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Amphetamine powder;;Wholesale;2022;$30.000,00;$20.000,00;$30.000,00;Kilograms
Americas;Central America;Guatemala;Amphetamine-type stimulants;Amphetamine powder;;Wholesale;2021;$97.074,81;;;Kilograms
Americas;Central America;Guatemala;Amphetamine-type stimulants;Amphetamine powder;;Wholesale;2020;$97.099,95;$93.863,28;$100.336,61;Kilograms
Americas;Central America;Guatemala;Amphetamine-type stimulants;Amphetamine powder;;Wholesale;2023;$97.500,00;;;Kilograms
Africa;Southern Africa;South Africa;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;;$3,26;$4,35;Tablets
Europe;South-Eastern Europe;Bosnia and Herzegovina;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;;$3,87;$5,53;Grams
Europe;South-Eastern Europe;Bulgaria;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2020;;$5,85;$7,03;Tablets
Europe;Western and Central Europe;Italy;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;;$27,50;$32,56;Tablets
Europe;Western and Central Europe;Portugal;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2022;$0,13;;;Units
Europe;South-Eastern Europe;Romania;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2020;$0,24;;;
Europe;South-Eastern Europe;Türkiye;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;$1,10;;;Tablets
Europe;South-Eastern Europe;Türkiye;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2022;$1,34;;;Tablets
Europe;South-Eastern Europe;Türkiye;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2020;$1,69;;;Tablets
Europe;South-Eastern Europe;Bulgaria;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2022;$5,39;$4,31;$6,47;Grams
Europe;South-Eastern Europe;Bulgaria;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;$5,53;$5,53;$5,53;Tablets
Europe;South-Eastern Europe;Bulgaria;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2021;$6,67;$6,07;$7,28;Tablets
Europe;Western and Central Europe;Portugal;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;$7,21;;;Units
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2022;$9,48;$3,16;$15,81;Tablets
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;$10,00;$6,00;$25,00;Grams
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2020;$10,30;$3,43;$17,16;Units
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2022;$10,54;;;Tablets
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2021;$10,68;$3,56;$17,79;Tablets
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;$10,81;$5,41;$16,22;Tablets
Europe;Western and Central Europe;Slovakia;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2020;$11,44;$3,43;$17,16;Tablets
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2020;$11,44;$5,72;$17,16;Tablets
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2021;$11,86;$5,93;$17,79;Tablets
Asia;Near and Middle East/ South-West Asia;Saudi Arabia;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2020;$13,32;$8,79;$26,64;Tablets
Asia;East and South-East Asia;Republic of Korea;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;$20,00;;;Tablets
Asia;Near and Middle East/ South-West Asia;Saudi Arabia;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2021;$21,00;;;Tablets
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;$21,62;$4,32;$37,84;Grams
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2021;$23,72;$17,79;$35,59;Grams
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2022;$30,00;$10,00;$60,00;Tablets
Asia;Near and Middle East/ South-West Asia;Syrian Arab Republic;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2023;$40,00;$30,00;$40,00;1000 tablets
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2021;$49,55;;;
Asia;Near and Middle East/ South-West Asia;Syrian Arab Republic;Amphetamine-type stimulants;Amphetamine tablets;;Retail;2022;$1.013,00;$1.000,00;$1.020,00;Kilograms
Europe;South-Eastern Europe;Serbia;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;;$0,57;$2,29;Tablets
Africa;North Africa;Egypt;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;;$1,92;$3,19;Tablets
Europe;South-Eastern Europe;Montenegro;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2022;;$5,27;$42,15;Grams
Europe;Eastern Europe;Republic of Moldova;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2022;;$42,15;$52,69;Tablets
Europe;Eastern Europe;Republic of Moldova;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;;$43,24;$54,05;Tablets
Europe;Eastern Europe;Republic of Moldova;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;;$45,77;$57,21;Tablets
Europe;Eastern Europe;Republic of Moldova;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;;$47,45;$59,31;Tablets
Asia;East and South-East Asia;Timor-Leste;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;;$50,00;$100,00;Tablets
Asia;East and South-East Asia;Timor-Leste;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;;$250,00;$300,00;Tablets
Africa;North Africa;Egypt;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;;$3.274,29;$4.911,43;Kilograms
Europe;Western and Central Europe;Italy;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;;$8.051,05;$8.835,59;1000 tablets
Europe;South-Eastern Europe;Bosnia and Herzegovina;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;;$8.648,65;$10.810,81;Kilograms
Asia;Near and Middle East/ South-West Asia;Iraq;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2022;$0,00;$0,00;$0,00;Tablets
Asia;Near and Middle East/ South-West Asia;Iraq;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;$0,00;$0,00;$0,00;Tablets
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;$1,45;$0,97;;
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2022;$7,00;$5,00;$10,00;Tablets
Europe;Western and Central Europe;Spain;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;$7,83;;;Units
Europe;Western and Central Europe;Poland;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;$18,19;;;Tablets
Europe;Western and Central Europe;Gibraltar;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;$20,63;$20,63;$27,51;Grams
Asia;Near and Middle East/ South-West Asia;Saudi Arabia;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;$21,00;;;Tablets
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;$21,68;;;Grams
Asia;Near and Middle East/ South-West Asia;Qatar;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;$27,21;;$27,21;Tablets
Asia;Near and Middle East/ South-West Asia;Syrian Arab Republic;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;$35,00;$35,00;$40,00;1000 tablets
Europe;Eastern Europe;Belarus;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;$40,47;$32,38;$48,56;Grams
Americas;Central America;Guatemala;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;$97,10;$90,63;$100,34;Grams
Asia;Near and Middle East/ South-West Asia;Syrian Arab Republic;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2022;$1.005,00;$990,00;$1.010,00;Kilograms
Asia;East and South-East Asia;Malaysia;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2022;$2.276,35;$1.479,63;$3.186,89;1000 tablets
Europe;South-Eastern Europe;Bulgaria;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2022;$2.424,57;$2.424,57;$2.693,97;Kilograms
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;$4.324,32;$1.621,62;$8.648,65;Kilograms
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;$4.744,96;$3.558,72;$7.117,44;Kilograms
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2022;$5.005,27;$1.580,61;$8.429,93;1000 tablets
Asia;Near and Middle East/ South-West Asia;Qatar;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;$5.480,95;$5.480,95;$6.851,19;Tablets
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;$5.634,64;$1.779,36;$9.489,92;1000 tablets
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;$5.720,82;$2.288,33;$9.153,32;1000 tablets
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2023;$6.486,49;$2.162,16;$10.810,81;1000 tablets
Asia;Near and Middle East/ South-West Asia;Saudi Arabia;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;$7.725,09;$3.729,36;$19.978,69;1000 tablets
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;$11.441,65;$5.720,82;$22.883,30;1000 tablets
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2021;$11.862,40;$5.931,20;$23.724,79;1000 tablets
Asia;Near and Middle East/ South-West Asia;Qatar;Amphetamine-type stimulants;Amphetamine tablets;;Wholesale;2020;$21.810,25;;$27.262,81;1000 tablets
Europe;Eastern Europe;Ukraine;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;;$9,13;$44,13;Grams
Europe;South-Eastern Europe;Serbia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;;$11,86;$17,79;Grams
Europe;South-Eastern Europe;Bosnia and Herzegovina;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2022;;$21,07;$21,07;Grams
Asia;East and South-East Asia;Singapore;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2022;;$72,52;$108,77;Grams
Asia;East and South-East Asia;Singapore;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2023;;$74,46;$89,35;Grams
Asia;East and South-East Asia;Singapore;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;;$100,00;$150,00;Grams
Oceania;Australia and New Zealand;New Zealand;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2023;;$1.228,50;$8.599,51;Ounce
Europe;Western and Central Europe;Iceland;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;$0,03;;;
Asia;Near and Middle East/ South-West Asia;Syrian Arab Republic;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;$0,46;$0,37;$0,50;Tablets
Americas;South America;Brazil;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2022;$2,89;;;Units
Asia;Near and Middle East/ South-West Asia;State of Palestine;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;$4,32;;;
Europe;Western and Central Europe;Poland;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2022;$7,87;$7,87;$7,87;Units
Europe;Western and Central Europe;Spain;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;$8,42;;;Tablets
Americas;South America;Colombia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;$8,79;;;Units
Europe;Western and Central Europe;Netherlands;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2022;$8,96;;;Grams
Europe;Western and Central Europe;France;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2022;$10,54;$10,54;$15,81;Grams
Europe;Western and Central Europe;France;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2023;$14,05;$12,97;$15,14;Grams
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2020;$17,16;$11,44;$22,88;Grams
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;$17,79;$11,86;$23,72;Grams
Europe;Western and Central Europe;Sweden;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2022;$19,88;$6,96;$34,78;Grams
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2022;$21,07;$12,64;$26,34;Grams
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2023;$21,62;$4,32;$37,84;Grams
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2020;$22,88;$17,16;$34,32;Grams
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;$23,72;$17,79;$35,59;Grams
Americas;Central America;El Salvador;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2023;$35,00;$30,00;$50,00;Grams
Americas;Central America;El Salvador;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2022;$50,00;$50,00;$50,00;Grams
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2023;$70,00;$50,00;$100,00;Grams
Asia;East and South-East Asia;Singapore;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2020;$72,57;;;Grams
Asia;Central Asia and Transcaucasia;Uzbekistan;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;$75,00;;;Grams
Europe;Western and Central Europe;Cyprus;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2020;$114,42;$3,32;$915,33;Grams
Europe;South-Eastern Europe;Bosnia and Herzegovina;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2021;$1.423,49;$1.186,24;$1.779,36;Kilograms
Asia;South Asia;Sri Lanka;Amphetamine-type stimulants;Amphetamine-type stimulants;;Retail;2023;$51.941,70;;;
Europe;Western and Central Europe;Gibraltar;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2023;;$24,84;$37,27;Grams
Europe;South-Eastern Europe;Serbia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2021;;$1.423,49;$2.135,23;Kilograms
Europe;South-Eastern Europe;Bosnia and Herzegovina;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2022;;$8.429,93;$10.537,41;Kilograms
Asia;Near and Middle East/ South-West Asia;Iraq;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2021;$0,01;$0,01;$0,02;Grams
Asia;Near and Middle East/ South-West Asia;Iraq;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2022;$0,03;$0,03;$0,04;Grams
Asia;Near and Middle East/ South-West Asia;Syrian Arab Republic;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2021;$0,30;$0,37;$0,42;Tablets
Europe;South-Eastern Europe;Serbia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2020;$1,14;$1.373,00;$2.059,50;Kilograms
Europe;Western and Central Europe;Latvia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2020;$17,16;$17,16;$28,60;Grams
Europe;Western and Central Europe;Poland;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2022;$19,10;$6,74;$40,45;Grams
Africa;Southern Africa;Namibia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2023;$27,17;;;Grams
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2021;$88,88;;;Grams
Europe;South-Eastern Europe;Bosnia and Herzegovina;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2021;$948,99;$830,37;$1.186,24;Kilograms
Asia;East and South-East Asia;Singapore;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2020;$3.991,29;;;Grams
Asia;East and South-East Asia;Singapore;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2021;$4.098,36;;;Grams
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2023;$4.324,32;$1.945,95;$8.648,65;
Europe;Western and Central Europe;Sweden;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2022;$4.472,27;$1.291,99;$19.876,76;Kilograms
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2021;$4.744,96;$3.558,72;$7.117,44;Kilograms
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2020;$5.148,74;$3.432,49;$6.864,99;Kilograms
Europe;Western and Central Europe;France;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2022;$5.426,77;$5.268,70;$7.376,19;Kilograms
Europe;Western and Central Europe;France;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2023;$5.775,14;$5.405,41;$8.259,46;Kilograms
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2023;$10.000,00;$2.500,00;$15.000,00;Kilograms
Europe;Western and Central Europe;Spain;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2022;$13.134,88;;;Kilograms
Asia;Near and Middle East/ South-West Asia;State of Palestine;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2021;$14.000,00;;;Kilograms
Asia;East and South-East Asia;Singapore;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2022;$15.953,59;;;Kilograms
Asia;East and South-East Asia;Singapore;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2023;$16.828,00;;;Kilograms
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2020;$17.162,47;$11.441,65;$22.883,30;Kilograms
Europe;Western and Central Europe;Ireland;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2021;$17.793,59;$11.862,40;$23.724,79;Kilograms
Americas;Central America;El Salvador;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2023;$35.000,00;$30.000,00;$40.000,00;Kilograms
Asia;South Asia;Sri Lanka;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2023;$45.830,91;;;Kilograms
Americas;Central America;El Salvador;Amphetamine-type stimulants;Amphetamine-type stimulants;;Wholesale;2022;$50.000,00;$50.000,00;$50.000,00;Kilograms
Asia;East and South-East Asia;China, Macao SAR;Amphetamine-type stimulants;Methamphetamine powder;;Retail;2022;;;$409,33;Grams
